FECHAACEPT;NUMEROIDENT;ADUANA;TIPOOPERACION;CODIGORUTEXPORTADORPPAL;NRO_EXPORTADOR;PORCENTAJEEXPPPAL;COMUNAEXPORTADORPPAL;CODIGORUTEXPSEC;NRO_EXPORTADOR_SEC;PORCENTAJEEXPSECUNDARIO;COMUNAEXPSECUNDARIO;PUERTOEMB;GLOSAPUERTOEMB;REGIONORIGEN;TIPOCARGA;VIATRANSPORTE;PUERTODESEMB;GLOSAPUERTODESEMB;PAISDESTINO;GLOSAPAISDESTINO;NOMBRECIATRANSP;PAISCIATRANSP;RUTCIATRANSP;DVRUTCIATRANSP;NOMBREEMISORDOCTRANSP;RUTEMISOR;DVRUTEMISOR;CODIGOTIPOAUTORIZA;NUMEROINFORMEEXPO;DVNUMEROINFORMEEXP;FECHAINFORMEEXP;MONEDA;MODALIDADVENTA;CLAUSULAVENTA;FORMAPAGO;VALORCLAUSULAVENTA;COMISIONESEXTERIOR;OTROSGASTOS;VALORLIQUIDORETORNO;NUMEROREGSUSP;ADUANAREGSUSP;PLAZOVIGENCIAREGSUSP;TOTALITEM;TOTALBULTOS;PESOBRUTOTOTAL;TOTALVALORFOB;VALORFLETE;CODIGOFLETE;VALORSEGURO;CODIGOSEG;VALORCIF;NUMEROPARCIALIDAD;TOTALPARCIALES;PARCIAL;OBSERVACION;NUMERODOCTOCANCELA;FECHADOCTOCANCELA;TIPODOCTOCANCELA;PESOBRUTOCANCELA;TOTALBULTOSCANCELA;NUMEROITEM;NOMBRE;ATRIBUTO1;ATRIBUTO2;ATRIBUTO3;ATRIBUTO4;ATRIBUTO5;ATRIBUTO6;CODIGOARANCEL;UNIDADMEDIDA;CANTIDADMERCANCIA;FOBUNITARIO;FOBUS;CODIGOOBSERVACION1;VALOROBSERVACION1;GLOSAOBSERVACION1;CODIGOOBSERVACION2;VALOROBSERVACION2;GLOSAOBSERVACION2;CODIGOOBSERVACION3;VALOROBSERVACION3;GLOSAOBSERVACION3;PESOBRUTOITEM;FECHAACEPTPACKAGE;NUMEROBULTO;TIPOBULTO;CANTIDADBULTO;IDENTIFICACIONBULTO;FECHAACEPTTRANSPORT;NSECDOCTRANSP;NUMERODOCTRANSP;FECHADOCTRANSP;NOMBRENAVE;NUMEROVIAJE;YEAR;MONTH
3012014;5688482;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;CENTURION AIRLINES;225;76487750;0;BIG BUSINESS CARGO;76178580;K;0;225;;31082014;13;3;9;1;32887,44;0;10983,19;21904,25;0;0;0;4;789;3948;21904,25;10983,19; ;0; ;32887,44;0;0;NO; ;;0;;0;;3;AGAPANTHUS      ~ AGAPANTHUS~ CHILFRESH-F~ CAL.50-70CM~ FLORES FRESCAS;~;;;;;;6031999;6;15;9,6;144;99;480.0;VARAS;0;;;0;;;20                                                                                                                                                                                                                                                                                                          ;3012014;1;22;789;ROTULADO                                           ;3012014;1;307-38447231;4122013;CENTURION AIRLINES;435709           ;2014;01
3012014;5688482;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;CENTURION AIRLINES;225;76487750;0;BIG BUSINESS CARGO;76178580;K;0;225;;31082014;13;3;9;1;32887,44;0;10983,19;21904,25;0;0;0;4;789;3948;21904,25;10983,19; ;0; ;32887,44;0;0;NO; ;;0;;0;;4;GREENMIX        ~ FOLLAJE MIXTO FRESCO~ CHILFRESF-F~ GRADO:25-60CM~ LA;PHOSORIA CUADROFINATA~;;;;;;6049000;6;41;11,737805;481,25;99;385.0;RAMO;0;;;0;;;60                                                                                                                                                                                                                                                                             ;3012014;1;22;789;ROTULADO                                           ;3012014;1;307-38447231;4122013;CENTURION AIRLINES;435709           ;2014;01
3012014;5691576;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;9;R;4;621;AMSTERDAM;515;HOLANDA;LAN CHILE;997;89862200;2;BIG BUSINESS CARGO;76178580;K;0;515;;2092014;13;3;9;1;25702,23;0;4582,23;21120;0;0;0;1;176;1247;21120;4582,23; ;0; ;25702,23;0;0;NO; ;;0;;0;;1;PEONIAS         ~ PEONIA FRESCA~ CHILFRESH-F~ GRADO 50-60CM~ PAEONIA S;PP;;;;;;6031930;6;1233;17,128954;21120;99;21120.0;VARAS;68;;SIN ACUERDO;0;;;1247                                                                                                                                                                                                                                                                                              ;3012014;1;22;176;ROTULADO                                           ;3012014;1;045-85881972;6122013;LAN CHILE;433776                    ;2014;01
3012014;5703542;55;200;3;1589;100;13301;0;3188;0;0;908;SAN VICENTE;10;R;1;451;KAOHSIUNG;330;TAIWAN (FORMOSA;CHINA SHIPPING;336;91256000;7;CHINA SHIPPING CONTAINER LINES;91256000;7;0;330;;14042014;13;1;5;1;50400;0;0;50400;0;0;0;1;2;14200;50400;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ MUSGOS~ MAR ANDINO-F~ SPHAGNUM MOSS~ PARA ARREGLOS;FLORALES~;;;;;;6049000;6;14000;3,6;50400;61;;344WCLSVE017;99;0000014000;KN;68;;SIN ACUERDO;14200                                                                                                                                                                                                                                                                                     ;3012014;1;74;2;                                                     ;3012014;1;SVEKHH000341;16122013;MONTE TAMARO;103999                 ;2014;01
3012014;5712269;55;200;3;1589;100;13301;0;3188;0;0;908;SAN VICENTE;10;R;1;451;KAOHSIUNG;330;TAIWAN (FORMOSA;CHINA SHIPPING;336;91256000;7;CHINA SHIPPING CONTAINER LINES;91256000;7;0;330;;20042014;13;1;5;1;50750;0;0;50750;0;0;0;1;2;14700;50750;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ MUSGOS~ MAR ANDINO-F~ SPHAGNUM MOSS~ PARA ARREGLOS;FLORALES~;;;;;;6049000;6;14500;3,5;50750;61;;345WCLSVE012;68;;SIN ACUERDO;72;;PRECIO PROMEDIO;14700                                                                                                                                                                                                                                                                                  ;3012014;1;74;2;                                                     ;3012014;1;SVEKHH000344;22122013;MONTE PASCOAL;104208                ;2014;01
3012014;5712716;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;14092014;13;3;9;1;32507,43;0;11463,03;21044,4;0;0;0;5;709;4005;21044,4;11463,03; ;0; ;32507,43;0;0;NO; ;;0;;0;;1;PEONIAS         ~ PEONIA FRESCA~ CHILFRESH-F~ GRADO 50-60CM~ PAEONIA S;PP~;;;;;;6031930;6;2862;5,972537;17093,4;99;56978.0;VARAS;68;;SIN ACUERDO;0;;;3405                                                                                                                                                                                                                                                                                          ;3012014;1;22;709;ROTULADO                                           ;3012014;1;369-52404063;18122013;ATLAS AIR;437769                    ;2014;01
3012014;5712716;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;14092014;13;3;9;1;32507,43;0;11463,03;21044,4;0;0;0;5;709;4005;21044,4;11463,03; ;0; ;32507,43;0;0;NO; ;;0;;0;;2;AGAPANTHUS      ~ AGAPANTHUS~ CHILFRESH-F~ CAL.50-70CM~ FLORES FRESCAS;~;;;;;;6031999;6;199;8,653266;1722;99;5740.0;VARAS;0;;;0;;;249                                                                                                                                                                                                                                                                                                             ;3012014;1;22;709;ROTULADO                                           ;3012014;1;369-52404063;18122013;ATLAS AIR;437769                    ;2014;01
3012014;5712716;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;14092014;13;3;9;1;32507,43;0;11463,03;21044,4;0;0;0;5;709;4005;21044,4;11463,03; ;0; ;32507,43;0;0;NO; ;;0;;0;;3;ASTILBE         ~ ASTILBE FRESCO~ CHILFRESH-F~ GRADO 60-70 CM~ ASTILBE;SPP~;;;;;;6031999;6;37;34,459459;1275;99;4250.0;VARAS;0;;;0;;;47                                                                                                                                                                                                                                                                                                           ;3012014;1;22;709;ROTULADO                                           ;3012014;1;369-52404063;18122013;ATLAS AIR;437769                    ;2014;01
3012014;5712716;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;14092014;13;3;9;1;32507,43;0;11463,03;21044,4;0;0;0;5;709;4005;21044,4;11463,03; ;0; ;32507,43;0;0;NO; ;;0;;0;;4;HORTENCIA       ~ HORTENCIAS FRESCAS~ CHILFRESH-F~ 50CM~ HYDRANGEA SP~;;;;;;;6031999;6;226;2,362832;534;99;1780.0;VARAS;0;;;0;;;246                                                                                                                                                                                                                                                                                                               ;3012014;1;22;709;ROTULADO                                           ;3012014;1;369-52404063;18122013;ATLAS AIR;437769                    ;2014;01
3012014;5712716;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;14092014;13;3;9;1;32507,43;0;11463,03;21044,4;0;0;0;5;709;4005;21044,4;11463,03; ;0; ;32507,43;0;0;NO; ;;0;;0;;5;CALAS           ~ CALAS FRESCAS~ CHILFRESH-F~ GRADO 60-90CM~ ZANTEDESH;IA SPP~;;;;;;6031960;6;48;8,75;420;99;1400.0;VARAS;0;;;0;;;58                                                                                                                                                                                                                                                                                                              ;3012014;1;22;709;ROTULADO                                           ;3012014;1;369-52404063;18122013;ATLAS AIR;437769                    ;2014;01
3012014;5715923;55;200;3;1589;100;13301;0;3188;0;0;908;SAN VICENTE;10;R;1;451;KAOHSIUNG;330;TAIWAN (FORMOSA;CHINA SHIPPING;336;91256000;7;CHINA SHIPPING CONTAINER LINES;91256000;7;0;330;;20042014;13;1;5;1;25200;0;0;25200;0;0;0;1;1;7100;25200;0; ;0; ;0;0;0;NO; ;;0;;0;;1;SIN-CODIGO      ~ MUSGOS~ MAR ANDINO-F~ SPHAGNUM MOSS~ PARA ARREGLOS;FLORALES~;;;;;;6049000;6;7000;3,6;25200;61;;345WCLSVE032;99;0000007000;KN;68;;SIN ACUERDO;7100                                                                                                                                                                                                                                                                                        ;3012014;1;74;1;                                                     ;3012014;1;SVEKHH000343;22122013;MONTE PASCOAL;104208                ;2014;01
3012014;5717600;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;16092014;13;3;9;1;26110,21;0;9134,71;16975,5;0;0;0;3;647;3201;16975,5;9134,71; ;0; ;26110,21;0;0;NO; ;;0;;0;;1;PEONIAS         ~ PEONIA FRESCA~ CHILFRESH-F~ GRADO 50-60CM~ PAEONIA S;PP;;;;;;6031930;6;3126;5,171305;16165,5;99;53885.0;VARAS;68;;SIN ACUERDO;0;;;3136                                                                                                                                                                                                                                                                                             ;3012014;1;22;647;ROTULADO                                           ;3012014;1;369-52404144;20122013;ATLAS AIR;438046                    ;2014;01
3012014;5717600;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;16092014;13;3;9;1;26110,21;0;9134,71;16975,5;0;0;0;3;647;3201;16975,5;9134,71; ;0; ;26110,21;0;0;NO; ;;0;;0;;2;AGAPANTHUS      ~ AGAPANTHUS~ CHILFRESH-F~ CAL.50-70CM~ FLORES FRESCAS;;;;;;;6031999;6;40;9;360;99;1200.0;VARAS;0;;;0;;;44                                                                                                                                                                                                                                                                                                                          ;3012014;1;22;647;ROTULADO                                           ;3012014;1;369-52404144;20122013;ATLAS AIR;438046                    ;2014;01
3012014;5717600;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;ATLAS AIR;225;96566940;K;BIG BUSINESS CARGO;76178580;K;0;225;;16092014;13;3;9;1;26110,21;0;9134,71;16975,5;0;0;0;3;647;3201;16975,5;9134,71; ;0; ;26110,21;0;0;NO; ;;0;;0;;3;ASTILBE         ~ ASTILBE FRESCO~ CHILFRESH-F~ GRADO 60-70 CM~ ASTILBE;SPP;;;;;;6031999;6;18;25;450;99;1500.0;VARAS;0;;;0;;;21                                                                                                                                                                                                                                                                                                                      ;3012014;1;22;647;ROTULADO                                           ;3012014;1;369-52404144;20122013;ATLAS AIR;438046                    ;2014;01
3012014;5726391;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;BIG BUSINESS CARGO;76178580;K;0;225;;21092014;13;3;9;1;32911,35;0;11852,25;21059,1;0;0;0;6;707;3912;21059,1;11852,25; ;0; ;32911,35;0;0;NO; ;;0;;0;;1;PEONIAS         ~ PEONIA FRESCA~ CHILFRESH-F~ GRADO 50-60CM~ PAEONIA S;PP;;;;;;6031930;6;3341;5,330769;17810,1;99;59367.0;VARAS;68;;SIN ACUERDO;0;;;3482                                                                                                                                                                                                                                                                                           ;3012014;1;22;707;ROTULADO                                           ;3012014;1;045-86711693;25122013;LAN CHILE;437105                    ;2014;01
3012014;5726391;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;BIG BUSINESS CARGO;76178580;K;0;225;;21092014;13;3;9;1;32911,35;0;11852,25;21059,1;0;0;0;6;707;3912;21059,1;11852,25; ;0; ;32911,35;0;0;NO; ;;0;;0;;2;AGAPANTHUS      ~ AGAPANTHUS~ CHILFRESH-F~ CAL.50-70CM~ FLORES FRESCAS;~;;;;;;6031999;6;124;12,387097;1536;99;5120.0;VARAS;0;;;0;;;150                                                                                                                                                                                                                                                                                                            ;3012014;1;22;707;ROTULADO                                           ;3012014;1;045-86711693;25122013;LAN CHILE;437105                    ;2014;01
3012014;5726391;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;BIG BUSINESS CARGO;76178580;K;0;225;;21092014;13;3;9;1;32911,35;0;11852,25;21059,1;0;0;0;6;707;3912;21059,1;11852,25; ;0; ;32911,35;0;0;NO; ;;0;;0;;3;ASTILBE         ~ ASTILBE FRESCO~ CHILFRESH-F~ GRADO 60-70 CM~ ASTILBE;SPP~;;;;;;6031999;6;48;18,75;900;99;3000.0;VARAS;0;;;0;;;60                                                                                                                                                                                                                                                                                                                ;3012014;1;22;707;ROTULADO                                           ;3012014;1;045-86711693;25122013;LAN CHILE;437105                    ;2014;01
3012014;5726391;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;BIG BUSINESS CARGO;76178580;K;0;225;;21092014;13;3;9;1;32911,35;0;11852,25;21059,1;0;0;0;6;707;3912;21059,1;11852,25; ;0; ;32911,35;0;0;NO; ;;0;;0;;4;HORTENCIA       ~ HORTENCIAS FRESCAS~ CHILFRESH-F~ 50CM~ HYDRANGEA SP~;;;;;;;6031999;6;105;1,628571;171;99;570.0;VARAS;0;;;0;;;130                                                                                                                                                                                                                                                                                                               ;3012014;1;22;707;ROTULADO                                           ;3012014;1;045-86711693;25122013;LAN CHILE;437105                    ;2014;01
3012014;5726391;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;BIG BUSINESS CARGO;76178580;K;0;225;;21092014;13;3;9;1;32911,35;0;11852,25;21059,1;0;0;0;6;707;3912;21059,1;11852,25; ;0; ;32911,35;0;0;NO; ;;0;;0;;5;CALAS           ~ CALAS FRESCAS~ CHILFRESH-F~ GRADO 60-90CM~ ZANTEDESH;IA SPP~;;;;;;6031960;6;32;14,625;468;99;1560.0;VARAS;0;;;0;;;50                                                                                                                                                                                                                                                                                                            ;3012014;1;22;707;ROTULADO                                           ;3012014;1;045-86711693;25122013;LAN CHILE;437105                    ;2014;01
3012014;5726391;48;200;3;2534;100;7301;0;3188;0;0;992;AEROP.A.M.BENITEZ;10;R;4;141;MIAMI;225;U.S.A.;LAN CHILE;997;89862200;2;BIG BUSINESS CARGO;76178580;K;0;225;;21092014;13;3;9;1;32911,35;0;11852,25;21059,1;0;0;0;6;707;3912;21059,1;11852,25; ;0; ;32911,35;0;0;NO; ;;0;;0;;6;EREMURUS        ~ EREMURUS FRESCOS~ CHILFRESH-F~ GRADO 80-90 CM~ EREMU;RUS SPP~;;;;;;6031999;6;30;5,8;174;99;580.0;VARAS;0;;;0;;;40                                                                                                                                                                                                                                                                                                              ;3012014;1;22;707;ROTULADO                                           ;3012014;1;045-86711693;25122013;LAN CHILE;437105                    ;2014;01
